SABAP2_number,Alphabetical_name,SA_name,Scientific_name,BLI_scientific_name,Assessment_status,ebirds_name,inat_name
667,"Flycatcher, Black-and-white (Vanga)",Black-and-white (Vanga) Flycatcher,Bias musicus,Bias musicus,Vagrant,Bias musicus,Bias musicus
680,"Flycatcher, Blue-mantled Crested",Blue-mantled Crested Flycatcher,Trochocercus cyanomelas,Trochocercus cyanomelas,Assessable,Trochocercus cyanomelas,Trochocercus cyanomelas
663,"Flycatcher, Chat",Chat Flycatcher,Melaenornis infuscatus,Agricola infuscatus,Assessable,,
917,"Flycatcher, Collared",Collared Flycatcher,Ficedula albicollis,Ficedula albicollis,Vagrant,Ficedula albicollis,Ficedula albicollis
1022,"Flycatcher, European Pied",European Pied Flycatcher,Ficedula hypoleuca,Ficedula hypoleuca,Vagrant,Ficedula hypoleuca,Ficedula hypoleuca
678,"Flycatcher, Fairy",Fairy Flycatcher,Stenostira scita,Stenostira scita,Assessable,Stenostira scita,Stenostira scita
665,"Flycatcher, Fiscal",Fiscal Flycatcher,Melaenornis silens,Melaenornis silens,Assessable,,
657,"Flycatcher, Grey Tit-",Grey Tit-flycatcher,Myioparus plumbeus,Fraseria plumbea,Assessable,Myioparus plumbeus,Myioparus plumbeus
679,"Flycatcher, Livingstone's",Livingstone's Flycatcher,Erythrocercus livingstonei,Erythrocercus livingstonei,Vagrant,Erythrocercus livingstonei,Erythrocercus livingstonei
661,"Flycatcher, Marico",Marico flycatcher,Melaenornis mariquensis,Bradornis mariquensis,Assessable,,
662,"Flycatcher, Pale",Pale flycatcher,Melaenornis pallidus,Agricola pallidus,Assessable,,
664,"Flycatcher, Southern Black",Southern Black flycatcher,Melaenornis pammelaina,Melaenornis pammelaina,Assessable,Melaenornis pammelaina,Melaenornis pammelaina
654,"Flycatcher, Spotted",Spotted flycatcher,Muscicapa striata,Muscicapa striata,Assessable,Muscicapa striata,Muscicapa striata
173,"Francolin, Coqui",Coqui Francolin,Peliperdix coqui,Peliperdix coqui,Assessable,,
174,"Francolin, Crested",Crested Francolin,Dendroperdix sephaena,Dendroperdix sephaena,Assessable,,
176,"Francolin, Grey-winged",Grey-winged Francolin,Scleroptila afra,Scleroptila afra,Assessable,Scleroptila afra,Scleroptila afra
179,"Francolin, Orange River",Orange River Francolin,Scleroptila gutturalis,Scleroptila gutturalis,Assessable,,
178,"Francolin, Red-winged",Red-winged Francolin,Scleroptila levaillantii,Scleroptila levaillantii,Assessable,,
177,"Francolin, Shelley’s",Shelley’s Francolin,Scleroptila shelleyi,Scleroptila shelleyi,Assessable,,
53,"Frigatebird, Great",Great Frigatebird,Fregata minor,Fregata minor,Vagrant,Fregata minor,Fregata minor
1013,"Frigatebird, Lesser",Lesser Frigatebird,Fregata ariel,Fregata ariel,Vagrant,Fregata ariel,Fregata ariel
15,"Fulmar, Southern",Southern Fulmar,Fulmarus glacialoides,Fulmarus glacialoides,Assessable,Fulmarus glacialoides,Fulmarus glacialoides
209,"Gallinule, Allen’s",Allen’s Gallinule,Porphyrio alleni,Porphyrio alleni,Assessable,Porphyrio alleni,Porphyrio alleni
893,"Gallinule, (American) Purple",(American) Purple Gallinule,Porphyrio martinica,Porphyrio martinicus,Vagrant,Porphyrio martinica,Porphyrio martinica
43,"Gannet, Australasian",Australasian Gannet,Morus serrator,Morus serrator,Vagrant,Morus serrator,
44,"Gannet, Cape",Cape Gannet,Morus capensis,Morus capensis,Assessable,Morus capensis,Morus capensis
885,Garganey,Garganey,Spatula querquedula,Spatula querquedula,Vagrant,,
339,"Go-away-bird, Grey",Grey Go-away-bird,Corythaixoides concolor,Corythaixoides concolor,Assessable,Corythaixoides concolor,Corythaixoides concolor
266,"Godwit, Bar-tailed",Bar-tailed Godwit,Limosa lapponica,Limosa lapponica,Assessable,Limosa lapponica,Limosa lapponica
265,"Godwit, Black-tailed",Black-tailed Godwit,Limosa limosa,Limosa limosa,Vagrant,Limosa limosa,Limosa limosa
1009,"Godwit, Hudsonian",Hudsonian Godwit,Limosa haemastica,Limosa haemastica,Vagrant,Limosa haemastica,
92,"Goose, African Pygmy",African Pygmy Goose,Nettapus auritus,Nettapus auritus,Assessable,Nettapus auritus,Nettapus auritus
89,"Goose, Egyptian",Egyptian Goose,Alopochen aegyptiaca,Alopochen aegyptiaca,Assessable,Alopochen aegyptiaca,Alopochen aegyptiaca
88,"Goose, Spur-winged",Spur-winged Goose,Plectropterus gambensis,Plectropterus gambensis,Assessable,Plectropterus gambensis,Plectropterus gambensis
160,"Goshawk, African",African Goshawk,Accipiter tachiro,Accipiter tachiro,Assessable,Accipiter tachiro,Accipiter tachiro
163,"Goshawk, Dark Chanting",Dark Chanting Goshawk,Melierax metabates,Melierax metabates,Assessable,Melierax metabates,Melierax metabates
162,"Goshawk, Gabar",Gabar Goshawk,Micronisus gabar,Micronisus gabar,Assessable,Micronisus gabar,Micronisus gabar
165,"Goshawk, Pale Chanting",Pale Chanting Goshawk,Melierax canorus,Melierax canorus,Assessable,Melierax canorus,Melierax canorus
618,"Grassbird, Cape",Cape Grassbird,Sphenoeacus afer,Sphenoeacus afer,Assessable,Sphenoeacus afer,Sphenoeacus afer
5,"Grebe, Black-necked",Black-necked Grebe,Podiceps nigricollis,Podiceps nigricollis,Assessable,Podiceps nigricollis,Podiceps nigricollis
4,"Grebe, Great Crested",Great Crested Grebe,Podiceps cristatus,Podiceps cristatus,Assessable,Podiceps cristatus,Podiceps cristatus
6,"Grebe, Little",Little Grebe,Tachybaptus ruficollis,Tachybaptus ruficollis,Assessable,Tachybaptus ruficollis,Tachybaptus ruficollis
551,"Greenbul, Sombre",Sombre Greenbul,Andropadus importunus,Andropadus importunus,Assessable,Andropadus importunus,Andropadus importunus
550,"Greenbul, Yellow-bellied",Yellow-bellied Greenbul,Chlorocichla flaviventris,Chlorocichla flaviventris,Assessable,Chlorocichla flaviventris,Chlorocichla flaviventris
547,"Greenbul, Yellow-streaked",Yellow-streaked Greenbul,Phyllastrephus flavostriatus,Phyllastrephus flavostriatus,Assessable,Phyllastrephus flavostriatus,Phyllastrephus flavostriatus
263,"Greenshank, Common",Common Greenshank,Tringa nebularia,Tringa nebularia,Assessable,Tringa nebularia,Tringa nebularia
193,"Guineafowl, Crested",Crested Guineafowl,Guttera pucherani,Guttera pucherani,Assessable,Guttera pucherani,Guttera pucherani
192,"Guineafowl, Helmeted",Helmeted Guineafowl,Numida meleagris,Numida meleagris,Assessable,Numida meleagris,Numida meleagris
933,"Gull, (Common) Black-headed",(Common) Black-headed Gull,Chroicocephalus ridibundus,Larus ridibundus,Vagrant,Chroicocephalus ridibundus,Chroicocephalus ridibundus
932,"Gull, Franklin’s",Franklin's Gull,Leucophaeus pipixcan,Larus pipixcan,Vagrant,Leucophaeus pipixcan,Leucophaeus pipixcan
288,"Gull, Grey-headed",Grey-headed Gull,Chroicocephalus cirrocephalus,Larus cirrocephalus,Assessable,Chroicocephalus cirrocephalus,Chroicocephalus cirrocephalus
289,"Gull, Hartlaub’s",Hartlaub's Gull,Chroicocephalus hartlaubii,Larus hartlaubii,Assessable,Chroicocephalus hartlaubii,Chroicocephalus hartlaubii
287,"Gull, Kelp",Kelp Gull,Larus dominicanus,Larus dominicanus,Assessable,Larus dominicanus,Larus dominicanus
2046,"Gull, Laughing",Laughing Gull,Leucophaeus atricilla,Larus atricilla,Vagrant,Leucophaeus atricilla,Leucophaeus atricilla
4136,"Gull, Lesser Black-backed",Lesser Black-backed Gull,Larus fuscus,Larus fuscus,Vagrant,Larus fuscus,Larus fuscus
901,"Gull, Sabine’s",Sabine’s Gull,Xema sabini,Xema sabini,Assessable,Xema sabini,Xema sabini
1078,"Gull, Slender-billed",Slender-billed Gull,Chroicocephalus genei,Larus genei,Vagrant,Chroicocephalus genei,Chroicocephalus genei
2058,"Gull, Sooty",Sooty Gull,Ichthyaetus hemprichii,Larus hemprichii,Vagrant,Ichthyaetus hemprichii,Ichthyaetus hemprichii
72,Hamerkop,Hamerkop,Scopus umbretta,Scopus umbretta,Assessable,Scopus umbretta,Scopus umbretta
167,"Harrier, African Marsh",African Marsh Harrier,Circus ranivorus,Circus ranivorus,Assessable,Circus ranivorus,Circus ranivorus
169,"Harrier, Black",Black Harrier,Circus maurus,Circus maurus,Assessable,Circus maurus,Circus maurus
170,"Harrier, Montagu’s",Montagu's Harrier,Circus pygargus,Circus pygargus,Assessable,Circus pygargus,Circus pygargus
168,"Harrier, Pallid",Pallid Harrier,Circus macrourus,Circus macrourus,Assessable,Circus macrourus,Circus macrourus
166,"Harrier, Western Marsh",Western Marsh Harrier,Circus aeruginosus,Circus aeruginosus,Assessable,Circus aeruginosus,Circus aeruginosus
127,"Hawk, African Cuckoo",African Cuckoo Hawk,Aviceda cuculoides,Aviceda cuculoides,Assessable,Aviceda cuculoides,Aviceda cuculoides
171,"Hawk, African Harrier-",African Harrier-Hawk,Polyboroides typus,Polyboroides typus,Assessable,Polyboroides typus,Polyboroides typus
131,"Hawk, Bat",Bat Hawk,Macheiramphus alcinus,Macheiramphus alcinus,Assessable,Macheiramphus alcinus,Macheiramphus alcinus
729,"Helmet-shrike, Chestnut-fronted",Chestnut-fronted Helmet-Shrike,Prionops scopifrons,Prionops scopifrons,Vagrant,Prionops scopifrons,Prionops scopifrons
728,"Helmet-shrike, Retz’s",Retz's Helmet-Shrike,Prionops retzii,Prionops retzii,Assessable,Prionops retzii,Prionops retzii
727,"Helmet-shrike, White-crested",White-crested Helmet-Shrike,Prionops plumatus,Prionops plumatus,Assessable,Prionops plumatus,Prionops plumatus
64,"Heron, Black",Black Heron,Egretta ardesiaca,Egretta ardesiaca,Assessable,Egretta ardesiaca,Egretta ardesiaca
69,"Heron, Black-crowned Night",Black-crowned Night Heron,Nycticorax nycticorax,Nycticorax nycticorax,Assessable,Nycticorax nycticorax,Nycticorax nycticorax
55,"Heron, Black-headed",Black-headed Heron,Ardea melanocephala,Ardea melanocephala,Assessable,Ardea melanocephala,Ardea melanocephala
56,"Heron, Goliath",Goliath Heron,Ardea goliath,Ardea goliath,Assessable,Ardea goliath,Ardea goliath
63,"Heron, Green-backed (Striated)",Green-backed (Striated) Heron,Butorides striata,Butorides striata,Assessable,Butorides striata,Butorides striata
54,"Heron, Grey",Grey Heron,Ardea cinerea,Ardea cinerea,Assessable,Ardea cinerea,Ardea cinerea
1015,"Heron, Little Blue",Little Blue Heron,Egretta caerulea,Egretta caerulea,Vagrant,Egretta caerulea,
883,"Heron, Malagasy Pond",Malagasy Pond Heron,Ardeola idae,Ardeola idae,Vagrant,Ardeola idae,Ardeola idae
57,"Heron, Purple",Purple Heron,Ardea purpurea,Ardea purpurea,Assessable,Ardea purpurea,Ardea purpurea
65,"Heron, Rufous-bellied",Rufous-bellied Heron,Ardeola rufiventris,Ardeola rufiventris,Assessable,Ardeola rufiventris,Ardeola rufiventris
62,"Heron, Squacco",Squacco Heron,Ardeola ralloides,Ardeola ralloides,Assessable,Ardeola ralloides,Ardeola ralloides
70,"Heron, White-backed Night",White-backed Night Heron,Gorsachius leuconotus,Calherodius leuconotus,Assessable,Gorsachius leuconotus,Gorsachius leuconotus
116,"Hobby, African",African Hobby,Falco cuvierii,Falco cuvierii,Vagrant,Falco cuvierii,Falco cuvierii
115,"Hobby, Eurasian",Eurasian Hobby,Falco subbuteo,Falco subbuteo,Assessable,Falco subbuteo,Falco subbuteo
443,"Honeybird, Brown-backed",Brown-backed Honeybird,Prodotiscus regulus,Prodotiscus regulus,Assessable,Prodotiscus regulus,Prodotiscus regulus
440,"Honeyguide, Greater",Greater Honeyguide,Indicator indicator,Indicator indicator,Assessable,Indicator indicator,Indicator indicator
442,"Honeyguide, Lesser",Lesser Honeyguide,Indicator minor,Indicator minor,Assessable,Indicator minor,Indicator minor
441,"Honeyguide, Scaly-throated",Scaly-throated Honeyguide,Indicator variegatus,Indicator variegatus,Assessable,Indicator variegatus,Indicator variegatus
418,"Hoopoe, African",African Hoopoe,Upupa africana,Upupa epops,Assessable,,Upupa africana
424,"Hornbill, African Grey",African Grey Hornbill,Lophoceros nasutus,Lophoceros nasutus,Assessable,Lophoceros nasutus,Lophoceros nasutus
427,"Hornbill, Crowned",Crowned Hornbill,Lophoceros alboterminatus,Lophoceros alboterminatus,Assessable,Lophoceros alboterminatus,Lophoceros alboterminatus
430,"Hornbill, Southern Ground-",Southern Ground-Hornbill,Bucorvus leadbeateri,Bucorvus leadbeateri,Assessable,Bucorvus leadbeateri,Bucorvus leadbeateri
4129,"Hornbill, Southern Red-billed",Southern Red-billed Hornbill,Tockus rufirostris,Tockus erythrorhynchus,Assessable,Tockus rufirostris,Tockus rufirostris
426,"Hornbill, Southern Yellow-billed",Southern Yellow-billed Hornbill,Tockus leucomelas,Tockus leucomelas,Assessable,Tockus leucomelas,Tockus leucomelas
422,"Hornbill, Trumpeter",Trumpeter Hornbill,Bycanistes bucinator,Bycanistes bucinator,Assessable,Bycanistes bucinator,Bycanistes bucinator
668,"Hyliota, Southern",Southern Hyliota,Hyliota australis,Hyliota australis,Assessable,Hyliota australis,Hyliota australis
81,"Ibis, African Sacred",African Sacred Ibis,Threskiornis aethiopicus,Threskiornis aethiopicus,Assessable,Threskiornis aethiopicus,Threskiornis aethiopicus
83,"Ibis, Glossy",Glossy Ibis,Plegadis falcinellus,Plegadis falcinellus,Assessable,Plegadis falcinellus,Plegadis falcinellus
84,"Ibis, Hadeda (Hadada)",Hadeda (Hadada) Ibis,Bostrychia hagedash,Bostrychia hagedash,Assessable,Bostrychia hagedash,Bostrychia hagedash
82,"Ibis, Southern Bald",Southern Bald Ibis,Geronticus calvus,Geronticus calvus,Assessable,Geronticus calvus,Geronticus calvus
849,"Indigobird, Dusky",Dusky Indigobird,Vidua funerea,Vidua funerea,Assessable,Vidua funerea,Vidua funerea
850,"Indigobird, Purple",Purple Indigobird,Vidua purpurascens,Vidua purpurascens,Assessable,Vidua purpurascens,Vidua purpurascens
851,"Indigobird, Village",Village Indigobird,Vidua chalybeata,Vidua chalybeata,Assessable,Vidua chalybeata,Vidua chalybeata
228,"Jacana, African",African Jacana,Actophilornis africanus,Actophilornis africanus,Assessable,Actophilornis africanus,Actophilornis africanus
229,"Jacana, Lesser",Lesser Jacana,Microparra capensis,Microparra capensis,Assessable,Microparra capensis,Microparra capensis
930,"Jaeger, Long-tailed",Long-tailed Jaeger,Stercorarius longicaudus,Stercorarius longicaudus,Assessable,Stercorarius longicaudus,Stercorarius longicaudus
284,"Jaeger, Parasitic",Parasitic Jaeger,Stercorarius parasiticus,Stercorarius parasiticus,Assessable,Stercorarius parasiticus,Stercorarius parasiticus
285,"Jaeger, Pomarine",Pomarine Jaeger,Stercorarius pomarinus,Stercorarius pomarinus,Assessable,Stercorarius pomarinus,Stercorarius pomarinus
121,"Kestrel, Dickinson’s",Dickinson’s Kestrel,Falco dickinsoni,Falco dickinsoni,Assessable,Falco dickinsoni,Falco dickinsoni
122,"Kestrel, Greater",Greater Kestrel,Falco rupicoloides,Falco rupicoloides,Assessable,Falco rupicoloides,Falco rupicoloides
125,"Kestrel, Lesser",Lesser Kestrel,Falco naumanni,Falco naumanni,Assessable,Falco naumanni,Falco naumanni
123,"Kestrel, Rock",Rock Kestrel,Falco rupicolus,Falco tinnunculus,Assessable,Falco rupicolus,Falco rupicolus
398,"Kingfisher, African Pygmy",African Pygmy Kingfisher,Ispidina picta,Ispidina picta,Assessable,Ispidina picta,Ispidina picta
402,"Kingfisher, Brown-hooded",Brown-hooded Kingfisher,Halcyon albiventris,Halcyon albiventris,Assessable,Halcyon albiventris,Halcyon albiventris
395,"Kingfisher, Giant",Giant Kingfisher,Megaceryle maxima,Megaceryle maxima,Assessable,Megaceryle maxima,Megaceryle maxima
401,"Kingfisher, Grey-headed",Grey-headed Kingfisher,Halcyon leucocephala,Halcyon leucocephala,Assessable,Halcyon leucocephala,Halcyon leucocephala
396,"Kingfisher, Half-collared",Half-collared Kingfisher,Alcedo semitorquata,Alcedo semitorquata,Assessable,Alcedo semitorquata,Alcedo semitorquata
397,"Kingfisher, Malachite",Malachite Kingfisher,Corythornis cristatus,Corythornis cristatus,Assessable,Corythornis cristatus,Corythornis cristatus
400,"Kingfisher, Mangrove",Mangrove Kingfisher,Halcyon senegaloides,Halcyon senegaloides,Assessable,Halcyon senegaloides,Halcyon senegaloides
394,"Kingfisher, Pied",Pied Kingfisher,Ceryle rudis,Ceryle rudis,Assessable,Ceryle rudis,Ceryle rudis
403,"Kingfisher, Striped",Striped Kingfisher,Halcyon chelicuti,Halcyon chelicuti,Assessable,Halcyon chelicuti,Halcyon chelicuti
399,"Kingfisher, Woodland",Woodland Kingfisher,Halcyon senegalensis,Halcyon senegalensis,Assessable,Halcyon senegalensis,Halcyon senegalensis
128,"Kite, Black",Black Kite,Milvus migrans,Milvus migrans,Assessable,Milvus migrans,Milvus migrans
130,"Kite, Black-winged",Black-winged Kite,Elanus caeruleus,Elanus caeruleus,Assessable,Elanus caeruleus,Elanus caeruleus
129,"Kite, Yellow-billed",Yellow-billed Kite,Milvus aegyptius,Milvus aegyptius,Assessable,,Milvus aegyptius
925,"Kittiwake, Black-legged",Black-legged Kittiwake,Rissa tridactyla,Rissa tridactyla,Assessable,Rissa tridactyla,
1980,"Knot, Great",Great Knot,Calidris tenuirostris,Calidris tenuirostris,Vagrant,Calidris tenuirostris,
254,"Knot, Red",Red Knot,Calidris canutus,Calidris canutus,Assessable,Calidris canutus,Calidris canutus
223,"Korhaan, Blue",Blue Korhaan,Eupodotis caerulescens,Eupodotis caerulescens,Assessable,Eupodotis caerulescens,Eupodotis caerulescens
220,"Korhaan, Karoo",Karoo Korhaan,Eupodotis vigorsii,Heterotetrax vigorsii,Assessable,Eupodotis vigorsii,Eupodotis vigorsii
1035,"Korhaan, Northern Black",Northern Black Korhaan,Afrotis afraoides,Afrotis afraoides,Assessable,Afrotis afraoides,Afrotis afraoides
224,"Korhaan, Red-crested",Red-crested Korhaan,Lophotis ruficrista,Lophotis ruficrista,Assessable,Lophotis ruficrista,Lophotis ruficrista
4134,"Korhaan, Southern Black",Southern Black Korhaan,Afrotis afra,Afrotis afra,Assessable,Afrotis afra,Afrotis afra
222,"Korhaan (Bustard), White-bellied",White-bellied Korhaan (Bustard),Eupodotis senegalensis,Eupodotis senegalensis,Assessable,Eupodotis senegalensis,Eupodotis senegalensis
247,"Lapwing, African Wattled",African Wattled Lapwing,Vanellus senegallus,Vanellus senegallus,Assessable,Vanellus senegallus,Vanellus senegallus
243,"Lapwing, Black-winged",Black-winged Lapwing,Vanellus melanopterus,Vanellus melanopterus,Assessable,Vanellus melanopterus,Vanellus melanopterus
245,"Lapwing, Blacksmith",Blacksmith Lapwing,Vanellus armatus,Vanellus armatus,Assessable,Vanellus armatus,Vanellus armatus
242,"Lapwing, Crowned",Crowned Lapwing,Vanellus coronatus,Vanellus coronatus,Assessable,Vanellus coronatus,Vanellus coronatus
248,"Lapwing, Long-toed",Long-toed Lapwing,Vanellus crassirostris,Vanellus crassirostris,Vagrant,Vanellus crassirostris,Vanellus crassirostris
244,"Lapwing, Senegal",Senegal Lapwing,Vanellus lugubris,Vanellus lugubris,Assessable,Vanellus lugubris,Vanellus lugubris
1031,"Lapwing, Spur-winged",Spur-winged Lapwing,Vanellus spinosus,Vanellus spinosus,Vagrant,Vanellus spinosus,Vanellus spinosus
246,"Lapwing, White-crowned",White-crowned Lapwing,Vanellus albiceps,Vanellus albiceps,Assessable,Vanellus albiceps,Vanellus albiceps
4123,"Lark, Agulhas Long-billed",Agulhas Long-billed Lark,Certhilauda brevirostris,Certhilauda curvirostris,Assessable,,
1037,"Lark, Barlow’s",Barlow’s Lark,Calendulauda barlowi,Calendulauda erythrochlamys,Assessable,,
486,"Lark, Black-eared Sparrow-",Black-eared Sparrow-Lark,Eremopterix australis,Eremopterix australis,Assessable,Eremopterix australis,Eremopterix australis
472,"Lark, Botha’s",Botha’s Lark,Spizocorys fringillaris,Spizocorys fringillaris,Assessable,Spizocorys fringillaris,Spizocorys fringillaris
4140,"Lark, Cape Clapper",Cape Clapper Lark,Mirafra apiata,Mirafra apiata,Assessable,Mirafra apiata,Mirafra apiata
4125,"Lark, Cape Long-billed",Cape Long-billed Lark,Certhilauda curvirostris,Certhilauda curvirostris,Assessable,Certhilauda curvirostris,Certhilauda curvirostris
484,"Lark, Chestnut-backed Sparrow-",Chestnut-backed Sparrow-lark,Eremopterix leucotis,Eremopterix leucotis,Assessable,Eremopterix leucotis,Eremopterix leucotis
464,"Lark, Dusky",Dusky Lark,Pinarocorys nigricans,Pinarocorys nigricans,Assessable,Pinarocorys nigricans,Pinarocorys nigricans
1183,"Lark, Eastern Clapper",Eastern Clapper Lark,Mirafra fasciolata,Mirafra fasciolata,Assessable,Mirafra fasciolata,Mirafra fasciolata
4126,"Lark, Eastern Long-billed",Eastern Long-billed Lark,Certhilauda semitorquata,Certhilauda semitorquata,Assessable,Certhilauda semitorquata,Certhilauda semitorquata
459,"Lark, Fawn-coloured",Fawn-coloured Lark,Calendulauda africanoides,Calendulauda africanoides,Assessable,Calendulauda africanoides,Calendulauda africanoides
468,"Lark, Flappet",Flappet Lark,Mirafra rufocinnamomea,Mirafra rufocinnamomea,Assessable,Mirafra rufocinnamomea,Mirafra rufocinnamomea
485,"Lark, Grey-backed Sparrow",Grey-backed Sparrow-lark,Eremopterix verticalis,Eremopterix verticalis,Assessable,Eremopterix verticalis,Eremopterix verticalis
461,"Lark, Karoo",Karoo Lark,Calendulauda albescens,Calendulauda albescens,Assessable,Calendulauda albescens,Calendulauda albescens
4127,"Lark, Karoo Long-billed",Karoo Long-billed Lark,Certhilauda subcoronata,Certhilauda subcoronata,Assessable,Certhilauda subcoronata,Certhilauda subcoronata
463,"Lark, Large-billed",Large-billed Lark,Galerida magnirostris,Galerida magnirostris,Assessable,Galerida magnirostris,Galerida magnirostris
456,"Lark, Melodious",Melodious Lark,Mirafra cheniana,Mirafra cheniana,Assessable,Mirafra cheniana,Mirafra cheniana
457,"Lark, Monotonous",Monotonous Lark,Mirafra passerina,Mirafra passerina,Assessable,Mirafra passerina,Mirafra passerina
490,"Lark, Pink-billed",Pink-billed Lark,Spizocorys conirostris,Spizocorys conirostris,Assessable,Spizocorys conirostris,Spizocorys conirostris
479,"Lark, Red",Red Lark,Calendulauda burra,Calendulauda burra,Assessable,Calendulauda burra,Calendulauda burra
488,"Lark, Red-capped",Red-capped Lark,Calandrella cinerea,Calandrella cinerea,Assessable,Calandrella cinerea,Calandrella cinerea
473,"Lark, Rudd’s",Rudd’s Lark,Heteromirafra ruddi,Heteromirafra ruddi,Assessable,Heteromirafra ruddi,Heteromirafra ruddi
458,"Lark, Rufous-naped",Rufous-naped Lark,Mirafra africana,Mirafra africana,Assessable,Mirafra africana,Mirafra africana
460,"Lark, Sabota",Sabota Lark,Calendulauda sabota,Calendulauda sabota,Assessable,Calendulauda sabota,Calendulauda sabota
491,"Lark, Sclater’s",Sclater’s Lark,Spizocorys sclateri,Spizocorys sclateri,Assessable,Spizocorys sclateri,Spizocorys sclateri
465,"Lark, Short-clawed",Short-clawed Lark,Certhilauda chuana,Certhilauda chuana,Assessable,Certhilauda chuana,Certhilauda chuana
474,"Lark, Spike-heeled",Spike-heeled Lark,Chersomanes albofasciata,Chersomanes albofasciata,Assessable,Chersomanes albofasciata,Chersomanes albofasciata
492,"Lark, Stark’s",Stark’s Lark,Spizocorys starki,Spizocorys starki,Assessable,Spizocorys starki,Spizocorys starki
703,"Longclaw, Cape",Cape Longclaw,Macronyx capensis,Macronyx capensis,Assessable,Macronyx capensis,Macronyx capensis
705,"Longclaw, Rosy-throated",Rosy-throated Longclaw,Macronyx ameliae,Macronyx ameliae,Assessable,Macronyx ameliae,Macronyx ameliae
704,"Longclaw, Yellow-throated",Yellow-throated Longclaw,Macronyx croceus,Macronyx croceus,Assessable,Macronyx croceus,Macronyx croceus
330,"Lovebird, Rosy-faced",Rosy-faced Lovebird,Agapornis roseicollis,Agapornis roseicollis,Assessable,Agapornis roseicollis,Agapornis roseicollis
358,"Malkoha, Green",Green Malkoha,Ceuthmochares australis,Ceuthmochares australis,Assessable,Ceuthmochares australis,Ceuthmochares australis
1016,Mallard,Mallard,Anas platyrhynchos,Anas platyrhynchos,Introduced,Anas platyrhynchos,Anas platyrhynchos
823,"Mannikin, Bronze",Bronze Mannikin,Spermestes cucullata,Spermestes cucullata,Assessable,,
822,"Mannikin, Magpie",Magpie Mannikin,Spermestes fringilloides,Spermestes fringilloides,Assessable,,
824,"Mannikin, Red-backed",Red-backed Mannikin,Spermestes nigriceps,Spermestes bicolor,Assessable,,
510,"Martin, Banded",Banded Martin,Riparia cincta,Neophedina cincta,Assessable,Riparia cincta,Riparia cincta
509,"Martin, Brown-throated",Brown-throated Martin,Riparia paludicola,Riparia paludicola,Assessable,Riparia paludicola,Riparia paludicola
507,"Martin, Common House",Common House Martin,Delichon urbicum,Delichon urbicum,Assessable,Delichon urbicum,Delichon urbicum
506,"Martin, Rock",Rock Martin,Ptyonoprogne fuligula,Ptyonoprogne fuligula,Assessable,Ptyonoprogne fuligula,Ptyonoprogne fuligula
508,"Martin, Sand",Sand Martin,Riparia riparia,Riparia riparia,Assessable,Riparia riparia,Riparia riparia
210,"Moorhen, Common",Common Moorhen,Gallinula chloropus,Gallinula chloropus,Assessable,Gallinula chloropus,Gallinula chloropus
211,"Moorhen, Lesser",Lesser Moorhen,Paragallinula angulata,Paragallinula angulata,Assessable,,
392,"Mousebird, Red-faced",Red-faced Mousebird,Urocolius indicus,Urocolius indicus,Assessable,Urocolius indicus,Urocolius indicus
390,"Mousebird, Speckled",Speckled Mousebird,Colius striatus,Colius striatus,Assessable,Colius striatus,Colius striatus
391,"Mousebird, White-backed",White-backed Mousebird,Colius colius,Colius colius,Assessable,Colius colius,Colius colius
734,"Myna, Common",Common Myna,Acridotheres tristis,Acridotheres tristis,Introduced,Acridotheres tristis,Acridotheres tristis
637,Neddicky,Neddicky,Cisticola fulvicapilla,Cisticola fulvicapilla,Assessable,Cisticola fulvicapilla,Cisticola fulvicapilla
725,"Nicator, Eastern",Eastern Nicator,Nicator gularis,Nicator gularis,Assessable,Nicator gularis,Nicator gularis
592,"Nightingale, Thrush",Thrush Nightingale,Luscinia luscinia,Luscinia luscinia,Assessable,Luscinia luscinia,Luscinia luscinia
371,"Nightjar, European",European Nightjar,Caprimulgus europaeus,Caprimulgus europaeus,Assessable,Caprimulgus europaeus,Caprimulgus europaeus
373,"Nightjar, Fiery-necked",Fiery-necked Nightjar,Caprimulgus pectoralis,Caprimulgus pectoralis,Assessable,Caprimulgus pectoralis,Caprimulgus pectoralis
374,"Nightjar, Freckled",Freckled Nightjar,Caprimulgus tristigma,Caprimulgus tristigma,Assessable,Caprimulgus tristigma,Caprimulgus tristigma
377,"Nightjar, Pennant-winged",Pennant-winged Nightjar,Caprimulgus vexillarius,Caprimulgus vexillarius,Assessable,Caprimulgus vexillarius,Caprimulgus vexillarius
372,"Nightjar, Rufous-cheeked",Rufous-cheeked Nightjar,Caprimulgus rufigena,Caprimulgus rufigena,Assessable,Caprimulgus rufigena,Caprimulgus rufigena
376,"Nightjar, Square-tailed",Square-tailed Nightjar,Caprimulgus fossii,Caprimulgus fossii,Assessable,Caprimulgus fossii,Caprimulgus fossii
375,"Nightjar, Swamp",Swamp Nightjar,Caprimulgus natalensis,Caprimulgus natalensis,Assessable,Caprimulgus natalensis,Caprimulgus natalensis
303,"Noddy, Brown",Brown Noddy,Anous stolidus,Anous stolidus,Vagrant,Anous stolidus,Anous stolidus
939,"Noddy, Lesser",Lesser Noddy,Anous tenuirostris,Anous tenuirostris,Vagrant,Anous tenuirostris,Anous tenuirostris
