SABAP2_number,Alphabetical_name,SA_name,Scientific_name,BLI_scientific_name,Assessment_status,ebirds_name,inat_name
181,"Spurfowl, Cape",Cape Spurfowl,Pternistis capensis,Pternistis capensis,Assessable,,
183,"Spurfowl, Natal",Natal Spurfowl,Pternistis natalensis,Pternistis natalensis,Assessable,,
182,"Spurfowl, Red-billed",Red-billed Spurfowl,Pternistis adspersus,Pternistis adspersus,Assessable,,
188,"Spurfowl, Red-necked",Red-necked Spurfowl,Pternistis afer,Pternistis afer,Assessable,,
185,"Spurfowl, Swainson’s",Swainson’s Spurfowl,Pternistis swainsonii,Pternistis swainsonii,Assessable,,
740,"Starling, Black-bellied",Black-bellied Starling,Notopholia corusca,Notopholia corusca,Assessable,,
743,"Starling, Burchell’s",Burchell’s Starling,Lamprotornis australis,Lamprotornis australis,Assessable,Lamprotornis australis,Lamprotornis australis
737,"Starling, Cape Glossy (Cape)",Cape Glossy (Cape) Starling,Lamprotornis nitens,Lamprotornis nitens,Assessable,Lamprotornis nitens,Lamprotornis nitens
733,"Starling, Common",Common Starling,Sturnus vulgaris,Sturnus vulgaris,Introduced,Sturnus vulgaris,Sturnus vulgaris
738,"Starling, Greater Blue-eared",Greater Blue-eared Starling,Lamprotornis chalybaeus,Lamprotornis chalybaeus,Assessable,Lamprotornis chalybaeus,Lamprotornis chalybaeus
742,"Starling, Meves’s",Meves’s Starling,Lamprotornis mevesii,Lamprotornis mevesii,Assessable,Lamprotornis mevesii,Lamprotornis mevesii
2782,"Starling, Miombo Blue-eared",Miombo Blue-eared Starling,Lamprotornis elisabeth,NF,Vagrant,,
744,"Starling, Pale-winged",Pale-winged Starling,Onychognathus nabouroup,Onychognathus nabouroup,Assessable,Onychognathus nabouroup,Onychognathus nabouroup
746,"Starling, Pied",Pied Starling,Lamprotornis bicolor,Lamprotornis bicolor,Assessable,Lamprotornis bicolor,Lamprotornis bicolor
745,"Starling, Red-winged",Red-winged Starling,Onychognathus morio,Onychognathus morio,Assessable,Onychognathus morio,Onychognathus morio
9430,"Starling, Rosy",Rosy Starling,Pastor roseus,Pastor roseus,Vagrant,Pastor roseus,Pastor roseus
736,"Starling, Violet-backed",Violet-backed Starling,Cinnyricinclus leucogaster,Cinnyricinclus leucogaster,Assessable,Cinnyricinclus leucogaster,Cinnyricinclus leucogaster
735,"Starling, Wattled",Wattled Starling,Creatophora cinerea,Creatophora cinerea,Assessable,Creatophora cinerea,Creatophora cinerea
270,"Stilt, Black-winged",Black-winged Stilt,Himantopus himantopus,Himantopus himantopus,Assessable,Himantopus himantopus,Himantopus himantopus
253,"Stint, Little",Little Stint,Calidris minuta,Calidris minuta,Assessable,Calidris minuta,Calidris minuta
972,"Stint, Long-toed",Long-toed Stint,Calidris subminuta,Calidris subminuta,Vagrant,Calidris subminuta,
897,"Stint, Red-necked",Red-necked Stint,Calidris ruficollis,Calidris ruficollis,Vagrant,Calidris ruficollis,
985,"Stint, Temminck’s",Temminck’s Stint,Calidris temminckii,Calidris temminckii,Vagrant,Calidris temminckii,Calidris temminckii
576,"Stonechat, African",African Stonechat,Saxicola torquatus,Saxicola torquatus,Assessable,Saxicola torquatus,Saxicola torquatus
78,"Stork, Abdim’s",Abdim’s Stork,Ciconia abdimii,Ciconia abdimii,Assessable,Ciconia abdimii,Ciconia abdimii
79,"Stork, Black",Black Stork,Ciconia nigra,Ciconia nigra,Assessable,Ciconia nigra,Ciconia nigra
73,"Stork, Marabou",Marabou Stork,Leptoptilos crumenifer,Leptoptilos crumenifer,Assessable,Leptoptilos crumenifer,Leptoptilos crumenifer
75,"Stork, Saddle-billed",Saddle-billed Stork,Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis,Assessable,Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis
80,"Stork, White",White Stork,Ciconia ciconia,Ciconia ciconia,Assessable,Ciconia ciconia,Ciconia ciconia
77,"Stork, Woolly-necked",Woolly-necked Stork,Ciconia episcopus,Ciconia episcopus,Assessable,,
76,"Stork, Yellow-billed",Yellow-billed Stork,Mycteria ibis,Mycteria ibis,Assessable,Mycteria ibis,Mycteria ibis
749,"Sugarbird, Cape",Cape Sugarbird,Promerops cafer,Promerops cafer,Assessable,Promerops cafer,Promerops cafer
750,"Sugarbird, Gurney’s",Gurney’s Sugarbird,Promerops gurneyi,Promerops gurneyi,Assessable,Promerops gurneyi,Promerops gurneyi
772,"Sunbird, Amethyst",Amethyst Sunbird,Chalcomitra amethystina,Chalcomitra amethystina,Assessable,Chalcomitra amethystina,Chalcomitra amethystina
771,"Sunbird, Collared",Collared Sunbird,Hedydipna collaris,Hedydipna collaris,Assessable,Hedydipna collaris,Hedydipna collaris
764,"Sunbird, Dusky",Dusky Sunbird,Cinnyris fuscus,Cinnyris fuscus,Assessable,Cinnyris fuscus,Cinnyris fuscus
758,"Sunbird, Greater Double-collared",Greater Double-collared Sunbird,Cinnyris afer,Cinnyris afer,Assessable,Cinnyris afer,Cinnyris afer
765,"Sunbird, Grey",Grey Sunbird,Cyanomitra veroxii,Cyanomitra verreauxii,Assessable,Cyanomitra veroxii,Cyanomitra veroxii
751,"Sunbird, Malachite",Malachite Sunbird,Nectarinia famosa,Nectarinia famosa,Assessable,Nectarinia famosa,Nectarinia famosa
755,"Sunbird, Marico",Marico Sunbird,Cinnyris mariquensis,Cinnyris mariquensis,Assessable,Cinnyris mariquensis,Cinnyris mariquensis
761,"Sunbird, Neergaard’s",Neergaard's Sunbird,Cinnyris neergaardi,Cinnyris neergaardi,Assessable,Cinnyris neergaardi,Cinnyris neergaardi
766,"Sunbird, Olive",Olive Sunbird,Cyanomitra olivacea,Cyanomitra olivacea,Assessable,Cyanomitra olivacea,Cyanomitra olivacea
753,"Sunbird, Orange-breasted",Orange-breasted Sunbird,Anthobaphes violacea,Anthobaphes violacea,Assessable,Anthobaphes violacea,Anthobaphes violacea
769,"Sunbird, Plain-backed",Plain-backed Sunbird,Anthreptes reichenowi,Anthreptes reichenowi,Assessable,Anthreptes reichenowi,Anthreptes reichenowi
756,"Sunbird, Purple-banded",Purple-banded Sunbird,Cinnyris bifasciatus,Cinnyris bifasciatus,Assessable,Cinnyris bifasciatus,Cinnyris bifasciatus
774,"Sunbird, Scarlet-chested",Scarlet-chested Sunbird,Chalcomitra senegalensis,Chalcomitra senegalensis,Assessable,Chalcomitra senegalensis,Chalcomitra senegalensis
760,"Sunbird, Southern Double-collared",Southern Double-collared Sunbird,Cinnyris chalybeus,Cinnyris chalybeus,Assessable,Cinnyris chalybeus,Cinnyris chalybeus
762,"Sunbird, Variable",Variable Sunbird,Cinnyris venustus,Cinnyris venustus,Vagrant,Cinnyris venustus,Cinnyris venustus
763,"Sunbird, White-bellied",White-bellied Sunbird,Cinnyris talatala,Cinnyris talatala,Assessable,Cinnyris talatala,Cinnyris talatala
493,"Swallow, Barn",Barn Swallow,Hirundo rustica,Hirundo rustica,Assessable,Hirundo rustica,Hirundo rustica
497,"Swallow, Blue",Blue Swallow,Hirundo atrocaerulea,Hirundo atrocaerulea,Assessable,Hirundo atrocaerulea,Hirundo atrocaerulea
502,"Swallow, Greater Striped",Greater Striped Swallow,Cecropis cucullata,Cecropis cucullata,Assessable,Cecropis cucullata,Cecropis cucullata
499,"Swallow, Grey-rumped",Grey-rumped Swallow,Pseudhirundo griseopyga,Pseudhirundo griseopyga,Assessable,Pseudhirundo griseopyga,Pseudhirundo griseopyga
503,"Swallow, Lesser Striped",Lesser Striped Swallow,Cecropis abyssinica,Cecropis abyssinica,Assessable,Cecropis abyssinica,Cecropis abyssinica
500,"Swallow, Mosque",Mosque Swallow,Cecropis senegalensis,Cecropis senegalensis,Assessable,Cecropis senegalensis,Cecropis senegalensis
498,"Swallow, Pearl-breasted",Pearl-breasted Swallow,Hirundo dimidiata,Hirundo dimidiata,Assessable,Hirundo dimidiata,Hirundo dimidiata
501,"Swallow, Red-breasted",Red-breasted Swallow,Cecropis semirufa,Cecropis semirufa,Assessable,Cecropis semirufa,Cecropis semirufa
962,"Swallow, Red-rumped",Red-Rumped Swallow,Cecropis daurica,Cecropis daurica,Vagrant,Cecropis daurica,Cecropis daurica
504,"Swallow, South African Cliff",South African Cliff Swallow,Petrochelidon spilodera,Petrochelidon spilodera,Assessable,Petrochelidon spilodera,Petrochelidon spilodera
495,"Swallow, White-throated",White-throated Swallow,Hirundo albigularis,Hirundo albigularis,Assessable,Hirundo albigularis,Hirundo albigularis
496,"Swallow, Wire-tailed",Wire-tailed Swallow,Hirundo smithii,Hirundo smithii,Assessable,Hirundo smithii,Hirundo smithii
208,"Swamphen, African (Purple)",African (Purple) Swamphen,Porphyrio madagascariensis,Porphyrio porphyrio,Assessable,,
884,"Swan, Mute",Mute Swan,Cygnus olor,Cygnus olor,Introduced,Cygnus olor,Cygnus olor
380,"Swift, African Black",African Black Swift,Apus barbatus,Apus barbatus,Assessable,Apus barbatus,Apus barbatus
387,"Swift, African Palm",African Palm Swift,Cypsiurus parvus,Cypsiurus parvus,Assessable,Cypsiurus parvus,Cypsiurus parvus
386,"Swift, Alpine",Alpine Swift,Tachymarptis melba,Tachymarptis melba,Assessable,Tachymarptis melba,Tachymarptis melba
381,"Swift, Bradfield’s",Bradfield’s Swift,Apus bradfieldi,Apus bradfieldi,Assessable,Apus bradfieldi,Apus bradfieldi
378,"Swift, Common",Common Swift,Apus apus,Apus apus,Assessable,Apus apus,Apus apus
384,"Swift, Horus",Horus Swift,Apus horus,Apus horus,Assessable,Apus horus,Apus horus
385,"Swift, Little",Little Swift,Apus affinis,Apus affinis,Assessable,Apus affinis,Apus affinis
383,"Swift, White-rumped",White-rumped Swift,Apus caffer,Apus caffer,Assessable,Apus caffer,Apus caffer
715,"Tchagra, Black-crowned",Black-crowned Tchagra,Tchagra senegalus,Tchagra senegalus,Assessable,Tchagra senegalus,Tchagra senegalus
714,"Tchagra, Brown-crowned",Brown-crowned Tchagra,Tchagra australis,Tchagra australis,Assessable,Tchagra australis,Tchagra australis
713,"Tchagra, Southern",Southern Tchagra,Tchagra tchagra,Tchagra tchagra,Assessable,Tchagra tchagra,Tchagra tchagra
98,"Teal, Cape",Cape Teal,Anas capensis,Anas capensis,Assessable,Anas capensis,Anas capensis
99,"Teal, Blue-billed",Blue-billed Teal,Spatula hottentota,Spatula hottentota,Assessable,,
97,"Teal, Red-billed",Red-billed Teal,Anas erythrorhyncha,Anas erythrorhyncha,Assessable,Anas erythrorhyncha,Anas erythrorhyncha
292,"Tern, Antarctic",Antarctic Tern,Sterna vittata,Sterna vittata,Assessable,Sterna vittata,Sterna vittata
294,"Tern, Arctic",Arctic Tern,Sterna paradisaea,Sterna paradisaea,Assessable,Sterna paradisaea,Sterna paradisaea
903,"Tern, Black",Black Tern,Chlidonias niger,Chlidonias niger,Assessable,Chlidonias niger,Chlidonias niger
937,"Tern, Black-naped",Black-naped Tern,Sterna sumatrana,Sterna sumatrana,Vagrant,Sterna sumatrana,Sterna sumatrana
936,"Tern, Bridled",Bridled Tern,Onychoprion anaethetus,Onychoprion anaethetus,Vagrant,Onychoprion anaethetus,Onychoprion anaethetus
290,"Tern, Caspian",Caspian Tern,Hydropogne caspia,Hydroprogne caspia,Assessable,,
291,"Tern, Common",Common Tern,Sterna hirundo,Sterna hirundo,Assessable,Sterna hirundo,Sterna hirundo
300,"Tern, Damara",Damara Tern,Sternula balaenarum,Sternula balaenarum,Assessable,Sternula balaenarum,Sternula balaenarum
4143,"Tern, Elegant",Elegant Tern,Thalasseus elegans,Thalasseus elegans,Vagrant,Thalasseus elegans,Thalasseus elegans
902,"Tern, Gull-billed",Gull-billed Tern,Gelochelidon nilotica,Gelochelidon nilotica,Vagrant,Gelochelidon nilotica,Gelochelidon nilotica
297,"Tern, Lesser Crested",Lesser Crested Tern,Thalasseus bengalensis,Thalasseus bengalensis,Assessable,Thalasseus bengalensis,Thalasseus bengalensis
299,"Tern, Little",Little Tern,Sternula albifrons,Sternula albifrons,Assessable,Sternula albifrons,Sternula albifrons
293,"Tern, Roseate",Roseate Tern,Sterna dougallii,Sterna dougallii,Assessable,Sterna dougallii,Sterna dougallii
296,"Tern, Sandwich",Sandwich Tern,Thalasseus sandvicensis,Thalasseus sandvicensis,Assessable,Thalasseus sandvicensis,Thalasseus sandvicensis
295,"Tern, Sooty",Sooty Tern,Onychoprion fuscatus,Onychoprion fuscatus,Assessable,Onychoprion fuscatus,Onychoprion fuscatus
298,"Tern, Swift (Greater Crested)",Swift (Greater Crested) Tern,Thalasseus bergii,Thalasseus bergii,Assessable,Thalasseus bergii,Thalasseus bergii
305,"Tern, Whiskered",Whiskered Tern,Chlidonias hybrida,Chlidonias hybrida,Assessable,Chlidonias hybrida,Chlidonias hybrida
302,"Tern, White",White Tern,Gygis alba,Gygis alba,Vagrant,Gygis alba,Gygis alba
938,"Tern, White-cheeked",White-cheeked Tern,Sterna repressa,Sterna repressa,Vagrant,Sterna repressa,Sterna repressa
304,"Tern, White-winged",White-winged Tern,Chlidonias leucopterus,Chlidonias leucopterus,Assessable,Chlidonias leucopterus,Chlidonias leucopterus
275,"Thick-knee, Spotted",Spotted Thick-knee,Burhinus capensis,Burhinus capensis,Assessable,Burhinus capensis,Burhinus capensis
274,"Thick-knee, Water",Water Thick-knee,Burhinus vermiculatus,Burhinus vermiculatus,Assessable,Burhinus vermiculatus,Burhinus vermiculatus
559,"Thrush, Cape Rock",Cape Rock Thrush,Monticola rupestris,Monticola rupestris,Assessable,Monticola rupestris,Monticola rupestris
593,"Thrush, Collared Palm",Collared Palm Thrush,Cichladusa arquata,Cichladusa arquata,Assessable,Cichladusa arquata,Cichladusa arquata
557,"Thrush, Groundscraper",Groundscraper Thrush,Turdus litsitsirupa,Psophocichla litsitsirupa,Assessable,,
1104,"Thrush, Karoo",Karoo Thrush,Turdus smithi,Turdus smithi,Assessable,Turdus smithi,Turdus smithi
552,"Thrush, Kurrichane",Kurrichane Thrush,Turdus libonyana,Turdus libonyana,Assessable,Turdus libonyana,Turdus libonyana
1105,"Thrush, Olive",Olive Thrush,Turdus olivaceus,Turdus olivaceus,Assessable,Turdus olivaceus,Turdus olivaceus
556,"Thrush, Orange Ground",Orange Ground Thrush,Geokichla gurneyi,Geokichla gurneyi,Assessable,Geokichla gurneyi,Geokichla gurneyi
560,"Thrush, Sentinel Rock",Sentinel Rock Thrush,Monticola explorator,Monticola explorator,Assessable,Monticola explorator,Monticola explorator
561,"Thrush, Short-toed Rock",Short-toed Rock Thrush,Monticola brevipes,Monticola brevipes,Assessable,Monticola brevipes,Monticola brevipes
558,"Thrush, Spotted Ground",Spotted Ground Thrush,Geokichla guttata,Geokichla guttata,Assessable,Geokichla guttata,Geokichla guttata
436,"Tinkerbird, Red-fronted",Red-fronted Tinkerbird,Pogoniulus pusillus,Pogoniulus pusillus,Assessable,Pogoniulus pusillus,Pogoniulus pusillus
437,"Tinkerbird, Yellow-fronted",Yellow-fronted Tinkerbird,Pogoniulus chrysoconus,Pogoniulus chrysoconus,Assessable,Pogoniulus chrysoconus,Pogoniulus chrysoconus
438,"Tinkerbird, Yellow-rumped",Yellow-rumped Tinkerbird,Pogoniulus bilineatus,Pogoniulus bilineatus,Assessable,Pogoniulus bilineatus,Pogoniulus bilineatus
658,"Tit-Babbler (Warbler), Chestnut-vented",Chestnut-vented Tit-Babbler (Warbler),Curruca subcoerulea,Curruca subcoerulea,Assessable,Curruca subcoerulea,Curruca subcoerulea
659,"Tit-Babbler (Warbler), Layard’s",Layard’s Tit-Babbler (Warbler),Curruca layardi,Curruca layardi,Assessable,,
514,"Tit, Ashy",Ashy Tit,Melaniparus cinerascens,Melaniparus cinerascens,Assessable,,
525,"Tit, Grey",Grey Tit,Melaniparus afer,Melaniparus afer,Assessable,,
527,"Tit, Southern Black",Southern Black Tit,Melaniparus niger,Melaniparus niger,Assessable,,
393,"Trogon, Narina",Narina Trogon,Apaloderma narina,Apaloderma narina,Assessable,Apaloderma narina,Apaloderma narina
953,"Tropicbird, Red-billed",Red-billed Tropicbird,Phaethon aethereus,Phaethon aethereus,Vagrant,Phaethon aethereus,Phaethon aethereus
39,"Tropicbird, Red-tailed",Red-tailed Tropicbird,Phaethon rubricauda,Phaethon rubricauda,Vagrant,Phaethon rubricauda,Phaethon rubricauda
40,"Tropicbird, White-tailed",White-tailed Tropicbird,Phaethon lepturus,Phaethon lepturus,Vagrant,Phaethon lepturus,Phaethon lepturus
4133,"Turaco, Knysna",Knysna Turaco,Tauraco corythaix,Tauraco corythaix,Assessable,Tauraco corythaix,Tauraco corythaix
1710,"Turaco, Livingstone’s",Livingstone’s Turaco,Tauraco livingstonii,Tauraco livingstonii,Assessable,Tauraco livingstonii,Tauraco livingstonii
337,"Turaco, Purple-crested",Purple-crested Turaco,Tauraco porphyreolophus,Gallirex porphyreolophus,Assessable,Tauraco porphyreolophus,Tauraco porphyreolophus
232,"Turnstone, Ruddy",Ruddy Turnstone,Arenaria interpres,Arenaria interpres,Assessable,Arenaria interpres,Arenaria interpres
827,"Twinspot, Green",Green Twinspot,Mandingoa nitidula,Mandingoa nitidula,Assessable,Mandingoa nitidula,Mandingoa nitidula
831,"Twinspot, Pink-throated",Pink-throated Twinspot,Hypargos margaritatus,Hypargos margaritatus,Assessable,Hypargos margaritatus,Hypargos margaritatus
832,"Twinspot, Red-throated",Red-throated Twinspot,Hypargos niveoguttatus,Hypargos niveoguttatus,Assessable,Hypargos niveoguttatus,Hypargos niveoguttatus
150,"Vulture, Bearded",Bearded Vulture,Gypaetus barbatus,Gypaetus barbatus,Assessable,Gypaetus barbatus,Gypaetus barbatus
106,"Vulture, Cape",Cape Vulture,Gyps coprotheres,Gyps coprotheres,Assessable,Gyps coprotheres,Gyps coprotheres
111,"Vulture, Egyptian",Egyptian Vulture,Neophron percnopterus,Neophron percnopterus,Vagrant,Neophron percnopterus,Neophron percnopterus
110,"Vulture, Hooded",Hooded Vulture,Necrosyrtes monachus,Necrosyrtes monachus,Assessable,Necrosyrtes monachus,Necrosyrtes monachus
108,"Vulture, Lappet-faced",Lappet-faced Vulture,Torgos tracheliotos,Torgos tracheliotos,Assessable,Torgos tracheliotos,Torgos tracheliotos
112,"Vulture, Palm-nut",Palm-nut Vulture,Gypohierax angolensis,Gypohierax angolensis,Assessable,Gypohierax angolensis,Gypohierax angolensis
1029,"Vulture, Rüppell’s",Rüppell’s Vulture,Gyps rueppelli,Gyps rueppelli,Vagrant,,
107,"Vulture, White-backed",White-backed Vulture,Gyps africanus,Gyps africanus,Assessable,Gyps africanus,Gyps africanus
109,"Vulture, White-headed",White-headed Vulture,Trigonoceps occipitalis,Trigonoceps occipitalis,Assessable,Trigonoceps occipitalis,Trigonoceps occipitalis
685,"Wagtail, African Pied",African Pied Wagtail,Motacilla aguimp,Motacilla aguimp,Assessable,Motacilla aguimp,Motacilla aguimp
686,"Wagtail, Cape",Cape Wagtail,Motacilla capensis,Motacilla capensis,Assessable,Motacilla capensis,Motacilla capensis
1053,"Wagtail, Citrine",Citrine Wagtail,Motacilla citreola,Motacilla citreola,Vagrant,Motacilla citreola,Motacilla citreola
690,"Wagtail, Grey",Grey Wagtail,Motacilla cinerea,Motacilla cinerea,Vagrant,Motacilla cinerea,Motacilla cinerea
688,"Wagtail, Mountain",Mountain Wagtail,Motacilla clara,Motacilla clara,Assessable,Motacilla clara,Motacilla clara
689,"Wagtail, Western Yellow",Western Yellow Wagtail,Motacilla flava,Motacilla flava,Assessable,Motacilla flava,Motacilla flava
3816,"Wagtail, White",White Wagtail,Motacilla alba,Motacilla alba,Vagrant,Motacilla alba,Motacilla alba
606,"Warbler, Common Reed",Common Reed Warbler,Acrocephalus baeticatus,Acrocephalus scirpaceus,Assessable,,Acrocephalus baeticatus
610,"Warbler, Barratt’s",Barratt’s Warbler,Bradypterus barratti,Bradypterus barratti,Assessable,Bradypterus barratti,Bradypterus barratti
614,"Warbler, Barred Wren-",Barred Wren-Warbler,Calamonastes fasciolatus,Calamonastes fasciolatus,Assessable,Calamonastes fasciolatus,Calamonastes fasciolatus
949,"Warbler, Basra Reed",Basra Reed Warbler,Acrocephalus griseldis,Acrocephalus griseldis,Vagrant,Acrocephalus griseldis,Acrocephalus griseldis
616,"Warbler, Broad-tailed (Fan-tailed Grassbird)",Broad-tailed Warbler (Fan-tailed Grassbird),Catriscus brevirostris,Catriscus brevirostris,Assessable,,
613,"Warbler, Cinnamon-breasted",Cinnamon-breasted Warbler,Euryptila subcinnamomea,Euryptila subcinnamomea,Assessable,Euryptila subcinnamomea,Euryptila subcinnamomea
666,"Warbler, Dark-capped (African) Yellow",Dark-capped (African) Yellow Warbler,Iduna natalensis,Iduna natalensis,Assessable,Iduna natalensis,Iduna natalensis
595,"Warbler, Garden",Garden Warbler,Sylvia borin,Sylvia borin,Assessable,Sylvia borin,Sylvia borin
603,"Warbler, Great Reed",Great Reed Warbler,Acrocephalus arundinaceus,Acrocephalus arundinaceus,Assessable,Acrocephalus arundinaceus,Acrocephalus arundinaceus
596,"Warbler, Icterine",Icterine Warbler,Hippolais icterina,Hippolais icterina,Assessable,Hippolais icterina,Hippolais icterina
611,"Warbler, Knysna",Knysna Warbler,Bradypterus sylvaticus,Bradypterus sylvaticus,Assessable,Bradypterus sylvaticus,Bradypterus sylvaticus
604,"Warbler, Lesser Swamp",Lesser Swamp Warbler,Acrocephalus gracilirostris,Acrocephalus gracilirostris,Assessable,Acrocephalus gracilirostris,Acrocephalus gracilirostris
609,"Warbler, Little Rush",Little Rush Warbler,Bradypterus baboecala,Bradypterus baboecala,Assessable,Bradypterus baboecala,Bradypterus baboecala
607,"Warbler, Marsh",Marsh Warbler,Acrocephalus palustris,Acrocephalus palustris,Assessable,Acrocephalus palustris,Acrocephalus palustris
653,"Warbler, Namaqua",Namaqua Warbler,Phragmacia substriata,Phragmacia substriata,Assessable,Phragmacia substriata,Phragmacia substriata
597,"Warbler, Olive-tree",Olive-tree Warbler,Hippolais olivetorum,Hippolais olivetorum,Assessable,Hippolais olivetorum,Hippolais olivetorum
598,"Warbler, River",River Warbler,Locustella fluviatilis,Locustella fluviatilis,Assessable,Locustella fluviatilis,Locustella fluviatilis
619,"Warbler, Rufous-eared",Rufous-eared Warbler,Malcorus pectoralis,Malcorus pectoralis,Assessable,Malcorus pectoralis,Malcorus pectoralis
608,"Warbler, Sedge",Sedge Warbler,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,Assessable,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus
615,"Warbler, Stierling’s Wren-",Stierling’s Wren-Warbler,Calamonastes stierlingi,Calamonastes stierlingi,Assessable,Calamonastes stierlingi,Calamonastes stierlingi
3276,"Warbler, Upcher's",Upcher's Warbler,Hippolais languida,Hippolais languida,Vagrant,Hippolais languida,Hippolais languida
612,"Warbler, Victorin’s",Victorin’s Warbler,Cryptillas victorini,Cryptillas victorini,Assessable,Cryptillas victorini,Cryptillas victorini
599,"Warbler, Willow",Willow Warbler,Phylloscopus trochilus,Phylloscopus trochilus,Assessable,Phylloscopus trochilus,Phylloscopus trochilus
947,"Warbler, Wood",Wood Warbler,Phylloscopus sibilatrix,Phylloscopus sibilatrix,Vagrant,,
671,"Warbler, Yellow-throated Woodland",Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,Phylloscopus ruficapilla,Assessable,Phylloscopus ruficapilla,Phylloscopus ruficapilla
677,"Wattle-eye, Black-throated",Black-throated Wattle-eye,Platysteira peltata,Platysteira peltata,Assessable,Platysteira peltata,Platysteira peltata
841,"Waxbill, Black-faced",Black-faced Waxbill,Brunhilda erythronotos,Estrilda erythronotos,Assessable,,
839,"Waxbill, Blue",Blue Waxbill,Uraeginthus angolensis,Uraeginthus angolensis,Assessable,Uraeginthus angolensis,Uraeginthus angolensis
843,"Waxbill, Common",Common Waxbill,Estrilda astrild,Estrilda astrild,Assessable,Estrilda astrild,Estrilda astrild
842,"Waxbill, Grey",Grey Waxbill,Estrilda perreini,Estrilda perreini,Assessable,Estrilda perreini,Estrilda perreini
838,"Waxbill, Orange-breasted",Orange-breasted Waxbill,Amandava subflava,Amandava subflava,Assessable,Amandava subflava,Amandava subflava
825,"Waxbill, Swee",Swee Waxbill,Coccopygia melanotis,Coccopygia melanotis,Assessable,Coccopygia melanotis,Coccopygia melanotis
840,"Waxbill, Violet-eared",Violet-eared Waxbill,Granatina granatina,Granatina granatina,Assessable,,
801,"Weaver, African (Holub's) Golden",African (Holub's) Golden Weaver,Ploceus xanthops,Ploceus xanthops,Assessable,Ploceus xanthops,Ploceus xanthops
799,"Weaver, Cape",Cape Weaver,Ploceus capensis,Ploceus capensis,Assessable,Ploceus capensis,Ploceus capensis
796,"Weaver, Chestnut",Chestnut Weaver,Ploceus rubiginosus,Ploceus rubiginosus,Vagrant,Ploceus rubiginosus,Ploceus rubiginosus
790,"Weaver, Dark-backed",Dark-backed Weaver,Ploceus bicolor,Ploceus bicolor,Assessable,Ploceus bicolor,Ploceus bicolor
792,"Weaver, Lesser Masked",Lesser Masked Weaver,Ploceus intermedius,Ploceus intermedius,Assessable,Ploceus intermedius,Ploceus intermedius
779,"Weaver, Red-billed Buffalo",Red-billed Buffalo Weaver,Bubalornis niger,Bubalornis niger,Assessable,Bubalornis niger,Bubalornis niger
793,"Weaver, Red-headed",Red-headed Weaver,Anaplectes rubriceps,Anaplectes rubriceps,Assessable,Anaplectes rubriceps,Anaplectes rubriceps
783,"Weaver, Sociable",Sociable Weaver,Philetairus socius,Philetairus socius,Assessable,Philetairus socius,Philetairus socius
802,"Weaver, Southern Brown-throated",Southern Brown-throated Weaver,Ploceus xanthopterus,Ploceus xanthopterus,Assessable,Ploceus xanthopterus,Ploceus xanthopterus
803,"Weaver, Southern Masked",Southern Masked Weaver,Ploceus velatus,Ploceus velatus,Assessable,Ploceus velatus,Ploceus velatus
791,"Weaver, Spectacled",Spectacled Weaver,Ploceus ocularis,Ploceus ocularis,Assessable,Ploceus ocularis,Ploceus ocularis
804,"Weaver, Thick-billed",Thick-billed Weaver,Amblyospiza albifrons,Amblyospiza albifrons,Assessable,Amblyospiza albifrons,Amblyospiza albifrons
797,"Weaver, Village",Village Weaver,Ploceus cucullatus,Ploceus cucullatus,Assessable,Ploceus cucullatus,Ploceus cucullatus
800,"Weaver, Yellow (Eastern Golden)",Yellow (Eastern Golden) Weaver,Ploceus subaureus,Ploceus subaureus,Assessable,Ploceus subaureus,Ploceus subaureus
568,"Wheatear, Capped",Capped Wheatear,Oenanthe pileata,Oenanthe pileata,Assessable,Oenanthe pileata,Oenanthe pileata
564,"Wheatear, Mountain",Mountain Wheatear,Myrmecocichla monticola,Myrmecocichla monticola,Assessable,,
563,"Wheatear, Northern",Northern Wheatear,Oenanthe oenanthe,Oenanthe oenanthe,Vagrant,Oenanthe oenanthe,Oenanthe oenanthe
1023,"Wheatear, Pied",Pied Wheatear,Oenanthe pleschanka,Oenanthe pleschanka,Vagrant,Oenanthe pleschanka,Oenanthe pleschanka
268,"Whimbrel, Eurasian",Eurasian Whimbrel,Numenius phaeopus,Numenius phaeopus,Assessable,Numenius phaeopus,Numenius phaeopus
577,Whinchat,Whinchat,Saxicola rubetra,Saxicola rubetra,Vagrant,Saxicola rubetra,Saxicola rubetra
13633,"White-eye, Southern Yellow",Southern Yellow White-eye,Zosterops anderssoni,not there when last checked,Assessable,Zosterops anderssoni,Zosterops anderssoni
1172,"White-eye, Cape",Cape White-eye,Zosterops virens,Zosterops virens,Assessable,Zosterops virens,Zosterops virens
1171,"White-eye, Orange River",Orange River White-eye,Zosterops pallidus,Zosterops pallidus,Assessable,Zosterops pallidus,Zosterops pallidus
594,"Whitethroat, Common",Common Whitethroat,Curruca communis,Curruca communis,Assessable,,
